,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Free Cash Flow,19224000000.0,13095000000.0,4113000000.0,11987000000.0
Repurchase Of Capital Stock,-3502000000.0,-9252000000.0,-1029000000.0,-4685000000.0
Repayment Of Debt,-18906000000.0,-11662000000.0,-15593000000.0,-13850000000.0
Issuance Of Debt,23230000000.0,7788000000.0,69000000.0,12706000000.0
Issuance Of Capital Stock,56000000.0,1648000000.0,44000000.0,86000000.0
Capital Expenditure,-1855000000.0,-1550000000.0,-1478000000.0,-1645000000.0
End Cash Position,33914000000.0,22028000000.0,32965000000.0,24446000000.0
Beginning Cash Position,22028000000.0,32965000000.0,24446000000.0,27808000000.0
Effect Of Exchange Rate Changes,-13000000.0,-120000000.0,364000000.0,232000000.0
Changes In Cash,11899000000.0,-10817000000.0,8155000000.0,-3594000000.0
Financing Cash Flow,24509000000.0,-14933000000.0,-9068000000.0,-519000000.0
Cash Flow From Continuing Financing Activities,24509000000.0,-14933000000.0,-9068000000.0,-519000000.0
Cash Dividends Paid,-1565000000.0,-1448000000.0,-1474000000.0,-1422000000.0
Common Stock Dividend Paid,,,-1474000000.0,-1422000000.0
Net Preferred Stock Issuance,0.0,-16000000.0,,
Preferred Stock Payments,0.0,-1600000000.0,,
Preferred Stock Issuance,0.0,1584000000.0,,
Net Common Stock Issuance,-3446000000.0,-7588000000.0,-985000000.0,-4599000000.0
Common Stock Payments,-3502000000.0,-7652000000.0,-1029000000.0,-4685000000.0
Common Stock Issuance,56000000.0,64000000.0,44000000.0,86000000.0
Net Issuance Payments Of Debt,3618000000.0,-3413000000.0,-20151000000.0,2172000000.0
Net Short Term Debt Issuance,-706000000.0,461000000.0,-4627000000.0,3316000000.0
Net Long Term Debt Issuance,4324000000.0,-3874000000.0,-15524000000.0,-1144000000.0
Long Term Debt Payments,-18906000000.0,-11662000000.0,-15593000000.0,-13850000000.0
Long Term Debt Issuance,23230000000.0,7788000000.0,69000000.0,12706000000.0
Investing Cash Flow,-33689000000.0,-10529000000.0,11632000000.0,-16707000000.0
Cash Flow From Continuing Investing Activities,-33689000000.0,-10529000000.0,11632000000.0,-16707000000.0
Net Other Investing Changes,,,135000000.0,152000000.0
Net Investment Purchase And Sale,-2257000000.0,18577000000.0,-13334000000.0,-3815000000.0
Sale Of Investment,1918000000.0,20094000000.0,7228000000.0,7351000000.0
Purchase Of Investment,-4175000000.0,-1517000000.0,-20562000000.0,-11166000000.0
Net Business Purchase And Sale,-15000000.0,1000000.0,-597000000.0,-352000000.0
Purchase Of Business,,,,-352000000.0
Net PPE Purchase And Sale,-1855000000.0,-1550000000.0,-1478000000.0,-1645000000.0
Purchase Of PPE,-1855000000.0,-1550000000.0,-1478000000.0,-1645000000.0
Operating Cash Flow,21079000000.0,14645000000.0,5591000000.0,13632000000.0
Cash Flow From Continuing Operating Activities,21079000000.0,14645000000.0,5591000000.0,13632000000.0
Change In Working Capital,10206000000.0,6457000000.0,-3810000000.0,1403000000.0
Change In Other Current Assets,1391000000.0,1068000000.0,-1785000000.0,-368000000.0
Change In Payables And Accrued Expense,8815000000.0,5389000000.0,-2025000000.0,1771000000.0
Change In Payable,8815000000.0,5389000000.0,-2025000000.0,1771000000.0
Change In Account Payable,8815000000.0,5389000000.0,-2025000000.0,1771000000.0
Other Non Cash Items,365000000.0,-772000000.0,,
Stock Based Compensation,375000000.0,330000000.0,249000000.0,283000000.0
Deferred Tax,-1189000000.0,294000000.0,-256000000.0,426000000.0
Deferred Income Tax,-1189000000.0,294000000.0,-256000000.0,426000000.0
Depreciation Amortization Depletion,1626000000.0,1695000000.0,1543000000.0,1188000000.0
Depreciation And Amortization,1626000000.0,1695000000.0,1543000000.0,1188000000.0
Net Income From Continuing Operations,7514000000.0,8060000000.0,3135000000.0,6759000000.0
