,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,-407000300000.0,-345797900000.0,40765500000.0,-242483500000.0
Repayment Of Debt,-364736400000.0,-178895700000.0,-73710400000.0,
Issuance Of Debt,747583300000.0,458689100000.0,49371400000.0,187671300000.0
Issuance Of Capital Stock,2267700000.0,1729000000.0,1032200000.0,85681200000.0
Capital Expenditure,-12204900000.0,-9098000000.0,-4708500000.0,-8793200000.0
End Cash Position,55043900000.0,79130800000.0,78118800000.0,52613300000.0
Beginning Cash Position,79130800000.0,78118800000.0,52613300000.0,40990100000.0
Changes In Cash,-24086900000.0,1012000000.0,25505500000.0,11623200000.0
Financing Cash Flow,510160600000.0,323257600000.0,16869500000.0,344793500000.0
Net Other Financing Charges,135568600000.0,47840700000.0,42464100000.0,77483100000.0
Cash Dividends Paid,-7448100000.0,-4003000000.0,-825000000.0,-5591500000.0
Common Stock Dividend Paid,-7448100000.0,-4003000000.0,-825000000.0,-5591500000.0
Net Common Stock Issuance,2267700000.0,1729000000.0,1032200000.0,85681200000.0
Common Stock Issuance,2267700000.0,1729000000.0,1032200000.0,85681200000.0
Net Issuance Payments Of Debt,382846900000.0,279793400000.0,-24339000000.0,187671300000.0
Net Short Term Debt Issuance,79236600000.0,47023900000.0,,
Short Term Debt Issuance,79236600000.0,47023900000.0,,
Net Long Term Debt Issuance,303610300000.0,232769500000.0,-24339000000.0,187671300000.0
Long Term Debt Payments,-364736400000.0,-178895700000.0,-73710400000.0,
Long Term Debt Issuance,668346700000.0,411665200000.0,49371400000.0,187671300000.0
Investing Cash Flow,-139452100000.0,14454300000.0,-36838000000.0,-99480000000.0
Net Other Investing Changes,54825600000.0,50158700000.0,47494400000.0,39822300000.0
Interest Received Cfi,6353700000.0,4005800000.0,2267000000.0,1353200000.0
Dividends Received Cfi,,,47700000000.0,41954500000.0
Net Investment Purchase And Sale,-187902900000.0,-31844400000.0,-81718200000.0,-131354700000.0
Sale Of Investment,3788736600000.0,3384979000000.0,3269049100000.0,6016483600000.0
Purchase Of Investment,-3976639500000.0,-3416823400000.0,-3350767300000.0,-6147838300000.0
Net Business Purchase And Sale,-927400000.0,,,
Purchase Of Business,-927400000.0,,,
Net Intangibles Purchase And Sale,-4411800000.0,-2586200000.0,-1778300000.0,-1103800000.0
Purchase Of Intangibles,-4411800000.0,-2586200000.0,-1778300000.0,-1103800000.0
Net PPE Purchase And Sale,-6818900000.0,-4913200000.0,-2739900000.0,-7596000000.0
Sale Of PPE,974200000.0,1598600000.0,190300000.0,93400000.0
Purchase Of PPE,-7793100000.0,-6511800000.0,-2930200000.0,-7689400000.0
Operating Cash Flow,-394795400000.0,-336699900000.0,45474000000.0,-233690300000.0
Taxes Refund Paid,-46265700000.0,-31755000000.0,-21205100000.0,-26556700000.0
Interest Received Cfo,350344600000.0,276052700000.0,213422400000.0,229031500000.0
Interest Paid Cfo,-131124600000.0,-89611700000.0,-90991500000.0,-83664900000.0
Change In Working Capital,-494457800000.0,-427167800000.0,9649300000.0,-303133800000.0
Change In Other Current Liabilities,6793000000.0,6934000000.0,2128600000.0,-6138900000.0
Change In Other Current Assets,-567555900000.0,-499902800000.0,-97269600000.0,-329223600000.0
Change In Payable,17063600000.0,654200000.0,11415000000.0,-727900000.0
Change In Receivables,-5112200000.0,-4245500000.0,2518500000.0,-4907400000.0
Other Non Cash Items,-280696800000.0,-219448800000.0,-179901000000.0,-173323900000.0
Stock Based Compensation,3427400000.0,2558400000.0,1779100000.0,1277000000.0
Provisionand Write Offof Assets,12000000.0,-900000.0,-14400000.0,9900000.0
Depreciation And Amortization,6778000000.0,5627300000.0,4984600000.0,4567900000.0
Depreciation,6778000000.0,5627300000.0,4984600000.0,4567900000.0
Pension And Employee Benefit Expense,-3700000.0,9100000.0,33800000.0,-400000.0
Gain Loss On Investment Securities,-4410800000.0,-15358300000.0,-51512400000.0,-6757500000.0
Gain Loss On Sale Of PPE,126900000.0,-75300000.0,79000000.0,29900000.0
Net Income From Continuing Operations,168111300000.0,112705800000.0,98623400000.0,83016600000.0
