,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,658295426.0,658295426.0,658073139.0,657798938.0
Share Issued,658295426.0,658295426.0,658073139.0,657798938.0
Net Debt,990353600000.0,707513600000.0,734169900000.0,800161800000.0
Total Debt,1030385600000.0,745496000000.0,777026400000.0,846508200000.0
Tangible Book Value,499650500000.0,467013700000.0,361764600000.0,268398600000.0
Invested Capital,1800899100000.0,1486902900000.0,1415280900000.0,1397413100000.0
Working Capital,-20286500000.0,-11263100000.0,60346100000.0,57194300000.0
Net Tangible Assets,499650500000.0,467013700000.0,361764600000.0,268398600000.0
Capital Lease Obligations,16906400000.0,15575400000.0,16686100000.0,15618400000.0
Common Stock Equity,787419900000.0,756982300000.0,654940600000.0,566523300000.0
Total Capitalization,1454544500000.0,1222330000000.0,1179710700000.0,1153870000000.0
Total Equity Gross Minority Interest,1229128200000.0,1161747100000.0,1025616000000.0,909877500000.0
Minority Interest,441708300000.0,404764800000.0,370675400000.0,343354200000.0
Stockholders Equity,787419900000.0,756982300000.0,654940600000.0,566523300000.0
Other Equity Interest,786103200000.0,3048300000.0,2774900000.0,2663900000.0
Treasury Stock,3873200000.0,2393000000.0,1529300000.0,1600300000.0
Retained Earnings,129800400000.0,101597200000.0,60212100000.0,46256000000.0
Additional Paid In Capital,272914100000.0,272649100000.0,273474300000.0,273120400000.0
Capital Stock,1316700000.0,1316700000.0,1316200000.0,1315700000.0
Common Stock,1316700000.0,1316700000.0,1316200000.0,1315700000.0
Total Liabilities Net Minority Interest,2142922100000.0,1732201200000.0,1644947100000.0,1534280500000.0
Total Non Current Liabilities Net Minority Interest,1447592200000.0,1153356500000.0,1130707700000.0,1068021400000.0
Other Non Current Liabilities,162400000.0,3078600000.0,3864000000.0,389616900000.0
Liabilities Heldfor Sale Non Current,0.0,0.0,5859600000.0,
Preferred Securities Outside Stock Equity,111900000.0,111900000.0,112400000.0,112400000.0
Derivative Product Liabilities,134200000.0,779900000.0,359200000.0,
Non Current Accrued Expenses,446700000.0,437100000.0,1719500000.0,3286200000.0
Non Current Deferred Revenue,107500000.0,755000000.0,823300000.0,877300000.0
Non Current Deferred Taxes Liabilities,84433800000.0,85266700000.0,84566500000.0,69970600000.0
Long Term Debt And Capital Lease Obligation,681231900000.0,478541500000.0,539244900000.0,601008100000.0
Long Term Capital Lease Obligation,14107300000.0,13193800000.0,14474800000.0,13661400000.0
Long Term Debt,667124600000.0,465347700000.0,524770100000.0,587346700000.0
Long Term Provisions,7658100000.0,7329400000.0,4245800000.0,3149900000.0
Current Liabilities,695329900000.0,578844700000.0,514239400000.0,466259100000.0
Other Current Liabilities,64381500000.0,25942300000.0,24120300000.0,58492800000.0
Current Debt And Capital Lease Obligation,349153700000.0,266954500000.0,237781500000.0,245500100000.0
Current Capital Lease Obligation,2799100000.0,2381600000.0,2211300000.0,1957000000.0
Current Debt,346354600000.0,264572900000.0,235570200000.0,243543100000.0
Current Provisions,7224700000.0,8157400000.0,10801500000.0,13118200000.0
Payables,155200900000.0,177420600000.0,141658800000.0,117410800000.0
Other Payable,53734500000.0,51167400000.0,47715800000.0,39025600000.0
Dividends Payable,325600000.0,308900000.0,285300000.0,276000000.0
Total Tax Payable,21668200000.0,10175900000.0,12432100000.0,11223300000.0
Accounts Payable,133532700000.0,115768400000.0,81225600000.0,66885900000.0
Total Assets,3372050300000.0,2893948300000.0,2670563100000.0,2444158000000.0
Total Non Current Assets,2697006900000.0,2326366800000.0,2095977600000.0,1920704600000.0
Other Non Current Assets,42762200000.0,33472700000.0,28571500000.0,5165900000.0
Non Current Prepaid Assets,48759000000.0,38285800000.0,28986000000.0,34882300000.0
Non Current Deferred Assets,15400000.0,16400000.0,28500000.0,43900000.0
Non Current Deferred Taxes Assets,3822600000.0,2460400000.0,2054400000.0,1375700000.0
Financial Assets,4469700000.0,3713300000.0,3845500000.0,1742200000.0
Other Investments,,,105926200000.0,
Investmentin Financial Assets,796289800000.0,719536600000.0,595005200000.0,254810100000.0
Held To Maturity Securities,,,55764100000.0,39527800000.0
Available For Sale Securities,796289800000.0,682307300000.0,416854400000.0,86960600000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,37922300000.0,37229300000.0,122386700000.0,90916400000.0
Trading Securities,,,,37405300000.0
Long Term Equity Investment,110168400000.0,70501700000.0,68376600000.0,65330900000.0
Investmentsin Joint Venturesat Cost,43833200000.0,14101700000.0,,64823700000.0
Investmentsin Associatesat Cost,66335200000.0,56400000000.0,,507200000.0
Investment Properties,143700000.0,148100000.0,152400000.0,156700000.0
Goodwill And Other Intangible Assets,287769400000.0,289968600000.0,293176000000.0,298124700000.0
Other Intangible Assets,86393900000.0,89383600000.0,93037400000.0,97659700000.0
Goodwill,201375500000.0,200585000000.0,200138600000.0,200465000000.0
Net PPE,738827400000.0,665995800000.0,614586500000.0,616435200000.0
Accumulated Depreciation,-222527300000.0,-185680400000.0,-152660200000.0,-118441500000.0
Gross PPE,738827400000.0,851676200000.0,767246700000.0,734876700000.0
Construction In Progress,77301800000.0,65721800000.0,57194300000.0,38224500000.0
Other Properties,661525600000.0,10182200000.0,9867100000.0,29964900000.0
Machinery Furniture Equipment,663675000000.0,581987100000.0,524483400000.0,508811900000.0
Buildings And Improvements,101473200000.0,93474900000.0,82804700000.0,73754800000.0
Land And Improvements,108501800000.0,100310200000.0,92897200000.0,84120600000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,675043400000.0,567581600000.0,574585500000.0,523453400000.0
Other Current Assets,35532700000.0,6257200000.0,6195200000.0,5187600000.0
Hedging Assets Current,623800000.0,524700000.0,1087100000.0,320000000.0
Assets Held For Sale Current,36628400000.0,40227200000.0,47179900000.0,62671900000.0
Current Deferred Assets,7100000.0,9400000.0,10500000.0,11800000.0
Restricted Cash,3337000000.0,6284200000.0,6172500000.0,4195600000.0
Prepaid Assets,29639100000.0,23688000000.0,19504200000.0,20853000000.0
Inventory,111591500000.0,95364200000.0,61969600000.0,68055700000.0
Other Inventories,178600000.0,190000000.0,215000000.0,187900000.0
Finished Goods,19455200000.0,15046800000.0,9336000000.0,15460500000.0
Work In Process,15922900000.0,11770100000.0,8192400000.0,10036400000.0
Raw Materials,76034800000.0,68357300000.0,44226200000.0,42370900000.0
Other Receivables,223420800000.0,161255600000.0,164867700000.0,153824300000.0
Taxes Receivable,32700000.0,1100000.0,1200000.0,3800000.0
Accounts Receivable,59151000000.0,54293600000.0,43417800000.0,56515000000.0
Allowance For Doubtful Accounts Receivable,-1573200000.0,-2018100000.0,-2225800000.0,-1831200000.0
Gross Accounts Receivable,60724200000.0,56311700000.0,45643600000.0,58346200000.0
Cash Cash Equivalents And Short Term Investments,208686300000.0,179676400000.0,224179800000.0,151814700000.0
Other Short Term Investments,185560700000.0,157269400000.0,198009400000.0,121086700000.0
Cash And Cash Equivalents,23125600000.0,22407000000.0,26170400000.0,30728000000.0
Cash Equivalents,6412200000.0,5044300000.0,3360200000.0,7322300000.0
Cash Financial,16713400000.0,17362700000.0,22810200000.0,23405700000.0
