,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,-405913200000.0,979700000.0,581949500000.0,-56262500000.0
Repayment Of Debt,-19500000000.0,-29300000000.0,-26193000000.0,
Issuance Of Debt,60000000000.0,65000000000.0,29361000000.0,
Issuance Of Capital Stock,0.0,24901800000.0,19912300000.0,65087100000.0
Capital Expenditure,-6134500000.0,-8210200000.0,-9227200000.0,-3378200000.0
End Cash Position,1417028200000.0,1823914300000.0,1788663900000.0,685898200000.0
Beginning Cash Position,1823914300000.0,1788663700000.0,1205751000000.0,665312400000.0
Effect Of Exchange Rate Changes,817000000.0,-1735000000.0,-873300000.0,-337300000.0
Changes In Cash,-407703100000.0,36985600000.0,583786200000.0,20923100000.0
Financing Cash Flow,4453600000.0,40354500000.0,2900800000.0,77922700000.0
Net Other Financing Charges,,,-43000000.0,
Interest Paid Cff,-24254600000.0,-20247300000.0,-20136500000.0,-11164400000.0
Cash Dividends Paid,-11791800000.0,,,
Common Stock Dividend Paid,-11791800000.0,,,
Net Common Stock Issuance,0.0,24901800000.0,19912300000.0,65087100000.0
Common Stock Issuance,0.0,24901800000.0,19912300000.0,65087100000.0
Net Issuance Payments Of Debt,40500000000.0,35700000000.0,3168000000.0,24000000000.0
Net Long Term Debt Issuance,40500000000.0,35700000000.0,3168000000.0,24000000000.0
Long Term Debt Payments,-19500000000.0,-29300000000.0,-26193000000.0,
Long Term Debt Issuance,60000000000.0,65000000000.0,29361000000.0,
Investing Cash Flow,-12378000000.0,-12558800000.0,-10291300000.0,-4115300000.0
Net Other Investing Changes,-466800000.0,1052900000.0,-1064100000.0,-737100000.0
Net Business Purchase And Sale,-5776700000.0,-5401500000.0,-2223500000.0,-2714300000.0
Net PPE Purchase And Sale,-6134500000.0,-8210200000.0,-9227200000.0,-3378200000.0
Operating Cash Flow,-399778700000.0,9189900000.0,591176700000.0,-52884300000.0
Taxes Refund Paid,-41972700000.0,-41500500000.0,-15949000000.0,-8764200000.0
Change In Working Capital,-663037700000.0,-180077800000.0,365150300000.0,-137983600000.0
Change In Other Current Liabilities,83854000000.0,-126705200000.0,-52908600000.0,-136224200000.0
Change In Other Current Assets,40976900000.0,161445900000.0,-122377800000.0,14862700000.0
Other Non Cash Items,24254600000.0,20247300000.0,45296400000.0,-531100000.0
Provisionand Write Offof Assets,107459000000.0,131778000000.0,158841200000.0,117604600000.0
Deferred Tax,36188600000.0,33499100000.0,11795700000.0,5090000000.0
Depreciation And Amortization,10209600000.0,8410500000.0,8380400000.0,4459100000.0
Depreciation,10209600000.0,8410500000.0,8380400000.0,4459100000.0
Gain Loss On Investment Securities,-10356800000.0,-34019800000.0,-15224100000.0,-7178600000.0
Gain Loss On Sale Of PPE,-3088000000.0,-144200000.0,-287000000.0,13400000.0
Net Income From Continuing Operations,112547500000.0,61248300000.0,28906000000.0,-19864300000.0
