,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,3321424146.0,3829055161.0,3828810661.0,3597476790.0
Share Issued,3321424146.0,3829055161.0,3828810661.0,3597476790.0
Net Debt,177510100000.0,1054153500000.0,1078165800000.0,1048152900000.0
Total Debt,192786900000.0,1503463400000.0,1457426500000.0,1292602100000.0
Tangible Book Value,195473700000.0,-157127400000.0,-119217600000.0,-82513900000.0
Invested Capital,413422900000.0,1833499600000.0,1898468800000.0,1822632100000.0
Working Capital,-143035800000.0,-27913300000.0,-101369300000.0,-201562800000.0
Net Tangible Assets,195473700000.0,-157127400000.0,-119217600000.0,-82513900000.0
Capital Lease Obligations,4062500000.0,67719800000.0,62260600000.0,59771200000.0
Common Stock Equity,224698500000.0,397756000000.0,503302900000.0,589801200000.0
Total Capitalization,329155500000.0,1387739500000.0,1434322600000.0,1422849300000.0
Total Equity Gross Minority Interest,224698500000.0,440564600000.0,519135800000.0,598034700000.0
Minority Interest,72777200000.0,42808600000.0,15832900000.0,8233500000.0
Stockholders Equity,224698500000.0,397756000000.0,503302900000.0,589801200000.0
Other Equity Interest,217038300000.0,41420200000.0,95405100000.0,6334000000.0
Gains Losses Not Affecting Retained Earnings,0.0,134538800000.0,74667600000.0,276352500000.0
Retained Earnings,252510200000.0,0.0,0.0,0.0
Additional Paid In Capital,143779500000.0,214138200000.0,325572100000.0,299919300000.0
Capital Stock,7660200000.0,7658800000.0,7658100000.0,7195400000.0
Common Stock,7660200000.0,7658800000.0,7658100000.0,7195400000.0
Total Liabilities Net Minority Interest,393009200000.0,2783038100000.0,2823658600000.0,2542767400000.0
Total Non Current Liabilities Net Minority Interest,134973900000.0,1285581400000.0,1253429800000.0,1145368900000.0
Other Non Current Liabilities,6920800000.0,6983400000.0,5347600000.0,7014700000.0
Derivative Product Liabilities,55068900000.0,34155400000.0,20594300000.0,32558800000.0
Employee Benefits,0.0,4332400000.0,42244200000.0,4174700000.0
Non Current Pension And Other Postretirement Benefit Plans,3688700000.0,3237400000.0,40917500000.0,3416400000.0
Non Current Deferred Liabilities,0.0,60943400000.0,64035900000.0,69576400000.0
Non Current Deferred Revenue,89202200000.0,45359000000.0,48477000000.0,50157700000.0
Non Current Deferred Taxes Liabilities,511600000.0,15584400000.0,15558900000.0,19418700000.0
Long Term Debt And Capital Lease Obligation,107509600000.0,1049607900000.0,985140300000.0,884677500000.0
Long Term Capital Lease Obligation,3052600000.0,59624400000.0,54120600000.0,51629400000.0
Long Term Debt,104457000000.0,989983500000.0,931019700000.0,833048100000.0
Long Term Provisions,15887500000.0,129558900000.0,136067500000.0,147366800000.0
Current Liabilities,258035300000.0,1497456700000.0,1570228800000.0,1397398500000.0
Other Current Liabilities,25110800000.0,51653800000.0,29565200000.0,50409300000.0
Current Deferred Liabilities,0.0,65586500000.0,57359300000.0,42566300000.0
Current Deferred Revenue,0.0,65586500000.0,57359300000.0,42566300000.0
Current Debt And Capital Lease Obligation,85277300000.0,453855500000.0,472286200000.0,407924600000.0
Current Capital Lease Obligation,1009900000.0,8095400000.0,8140000000.0,8141800000.0
Current Debt,84267400000.0,445760100000.0,464146200000.0,399782800000.0
Other Current Borrowings,0.0,274386300000.0,248468300000.0,236618000000.0
Line Of Credit,0.0,112802000000.0,133178800000.0,94975600000.0
Commercial Paper,0.0,58571800000.0,82499100000.0,68189200000.0
Current Provisions,4088900000.0,107664600000.0,128481800000.0,103291800000.0
Payables And Accrued Expenses,0.0,818696300000.0,882536300000.0,793206500000.0
Current Accrued Expenses,0.0,17468000000.0,16032300000.0,12855300000.0
Interest Payable,0.0,17468000000.0,16032300000.0,12855300000.0
Payables,130556500000.0,801228300000.0,866504000000.0,780351200000.0
Other Payable,16759100000.0,97799500000.0,78603100000.0,27713300000.0
Total Tax Payable,536600000.0,53976000000.0,48161300000.0,46966000000.0
