,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,11955958176.0,11955958176.0,9918340622.0,9918340622.0
Share Issued,11955958176.0,11955958176.0,9918340622.0,9918340622.0
Total Debt,205010800000.0,141158602000.0,158908898000.0,79016836000.0
Tangible Book Value,257645100000.0,234687404000.0,226064135000.0,192096241000.0
Invested Capital,462655900000.0,375846006000.0,384973033000.0,271113077000.0
Net Tangible Assets,257645100000.0,234687404000.0,226064135000.0,192096241000.0
Common Stock Equity,257645100000.0,234687404000.0,226064135000.0,192096241000.0
Total Capitalization,462655900000.0,375846006000.0,384973033000.0,271113077000.0
Total Equity Gross Minority Interest,257645100000.0,234687404000.0,226064135000.0,192096241000.0
Stockholders Equity,257645100000.0,234687404000.0,226064135000.0,192096241000.0
Other Equity Interest,,,26000000000.0,
Fixed Assets Revaluation Reserve,28032989000.0,27321930000.0,26914421000.0,23483723000.0
Retained Earnings,14577627000.0,-280411000.0,-126570327000.0,-125373974000.0
Additional Paid In Capital,36257103000.0,36257103000.0,157203607000.0,157203607000.0
Capital Stock,119559600000.0,119559582000.0,99183406000.0,99183406000.0
Common Stock,119559600000.0,119559582000.0,99183406000.0,99183406000.0
Total Liabilities Net Minority Interest,2750984800000.0,2441905181000.0,2307296957000.0,2166985272000.0
Long Term Debt And Capital Lease Obligation,205010800000.0,141158602000.0,158908898000.0,79016836000.0
Payables,8930607000.0,6279631000.0,6063378000.0,7526967000.0
Accounts Payable,8930607000.0,6279631000.0,6063378000.0,7526967000.0
Total Assets,3008629900000.0,2676592585000.0,2533361092000.0,2359081513000.0
Investments And Advances,951693500000.0,967490454000.0,937829499000.0,909988130000.0
Investmentin Financial Assets,951693500000.0,966752457000.0,936747930000.0,908906561000.0
Available For Sale Securities,9562918000.0,5987255000.0,9363859000.0,36333775000.0
Long Term Equity Investment,377467000.0,737997000.0,1081569000.0,1081569000.0
Investmentsin Associatesat Cost,377467000.0,737997000.0,1081569000.0,1081569000.0
Net PPE,35095100000.0,33349212000.0,32182324000.0,28403728000.0
Accumulated Depreciation,-23646156000.0,-22298255000.0,-20611496000.0,-19244193000.0
Gross PPE,58741249000.0,55647467000.0,52793820000.0,47647921000.0
Construction In Progress,650134000.0,478292000.0,670276000.0,79733000.0
Other Properties,24386990000.0,21719527000.0,19503118000.0,18664070000.0
Machinery Furniture Equipment,,,,18664070000.0
Properties,33704125000.0,33449648000.0,32620426000.0,28904118000.0
Prepaid Assets,934101000.0,504931000.0,470002000.0,18640626000.0
Receivables,109764999000.0,58150575000.0,56110317000.0,78212840000.0
Cash And Cash Equivalents,287281000000.0,261479910000.0,236002439000.0,178061584000.0
Cash Equivalents,6586629000.0,4557133000.0,7090246000.0,4719225000.0
Cash Financial,103000100000.0,9167094000.0,8096269000.0,9234231000.0
