,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Treasury Shares Number,371144.0,468471.0,575201.0,395950.0
Ordinary Shares Number,166156732.0,165957378.0,165726030.0,165776132.0
Share Issued,166527876.0,166425849.0,166301231.0,166172082.0
Net Debt,6415000000.0,18993000000.0,15479000000.0,18262000000.0
Total Debt,13472000000.0,33845000000.0,30308000000.0,22102000000.0
Tangible Book Value,196663000000.0,158863000000.0,134765000000.0,123335000000.0
Invested Capital,245055000000.0,224372000000.0,205289000000.0,175303000000.0
Working Capital,118534000000.0,83264000000.0,66777000000.0,57556000000.0
Net Tangible Assets,196663000000.0,158863000000.0,134765000000.0,123335000000.0
Capital Lease Obligations,1278000000.0,2963000000.0,3363000000.0,1787000000.0
Common Stock Equity,232861000000.0,190527000000.0,174981000000.0,154988000000.0
Total Capitalization,232861000000.0,196273000000.0,181280000000.0,154988000000.0
Total Equity Gross Minority Interest,232861000000.0,190527000000.0,174981000000.0,154988000000.0
Stockholders Equity,232861000000.0,190527000000.0,174981000000.0,154988000000.0
Other Equity Interest,232028000000.0,5072000000.0,7796000000.0,2248000000.0
Gains Losses Not Affecting Retained Earnings,1266000000.0,1059000000.0,1326000000.0,0.0
Other Equity Adjustments,1266000000.0,1059000000.0,1326000000.0,0.0
Treasury Stock,1269000000.0,1601000000.0,1967000000.0,1006000000.0
Retained Earnings,215593000000.0,175712000000.0,157934000000.0,144247000000.0
Additional Paid In Capital,9861000000.0,9453000000.0,9060000000.0,8668000000.0
Capital Stock,833000000.0,832000000.0,832000000.0,831000000.0
Common Stock,833000000.0,832000000.0,832000000.0,831000000.0
Total Liabilities Net Minority Interest,89990000000.0,106127000000.0,90510000000.0,77253000000.0
Total Non Current Liabilities Net Minority Interest,4269000000.0,8285000000.0,9038000000.0,4439000000.0
Other Non Current Liabilities,2032000000.0,2422000000.0,2343000000.0,850000000.0
Non Current Deferred Liabilities,760000000.0,60000000.0,338000000.0,2231000000.0
Non Current Deferred Revenue,1555000000.0,1597000000.0,1531000000.0,1956000000.0
Non Current Deferred Taxes Liabilities,760000000.0,60000000.0,338000000.0,275000000.0
Long Term Debt And Capital Lease Obligation,1278000000.0,5746000000.0,6299000000.0,1304000000.0
Long Term Capital Lease Obligation,1278000000.0,1946000000.0,2499000000.0,1304000000.0
Long Term Debt,0.0,5746000000.0,6299000000.0,0.0
Long Term Provisions,199000000.0,57000000.0,58000000.0,54000000.0
Current Liabilities,85721000000.0,97842000000.0,81472000000.0,72814000000.0
Other Current Liabilities,42175000000.0,34471000000.0,30723000000.0,5125000000.0
Current Deferred Liabilities,1981000000.0,2576000000.0,2033000000.0,1910000000.0
Current Deferred Revenue,1981000000.0,2576000000.0,2033000000.0,1910000000.0
Current Debt And Capital Lease Obligation,12194000000.0,28099000000.0,24009000000.0,20798000000.0
Current Capital Lease Obligation,1004000000.0,1017000000.0,864000000.0,483000000.0
Current Debt,12194000000.0,28099000000.0,24009000000.0,20315000000.0
Other Current Borrowings,12194000000.0,28099000000.0,24000000000.0,3783000000.0
Line Of Credit,0.0,0.0,9000000.0,16532000000.0
Current Provisions,6525000000.0,4258000000.0,3435000000.0,3800000000.0
Payables And Accrued Expenses,24827000000.0,31014000000.0,23305000000.0,41181000000.0
Current Accrued Expenses,21844000000.0,20055000000.0,17821000000.0,18025000000.0
Payables,24827000000.0,31014000000.0,23305000000.0,23156000000.0
Other Payable,20632000000.0,18938000000.0,19623000000.0,11838000000.0
Total Tax Payable,2143000000.0,5442000000.0,1389000000.0,573000000.0
Accounts Payable,22684000000.0,25572000000.0,21916000000.0,10745000000.0
Total Assets,322851000000.0,296654000000.0,265491000000.0,232241000000.0
Total Non Current Assets,118596000000.0,115548000000.0,117242000000.0,101871000000.0
Other Non Current Assets,10028000000.0,894000000.0,834000000.0,231000000.0
Non Current Prepaid Assets,668000000.0,670000000.0,666000000.0,613000000.0
Non Current Deferred Assets,7052000000.0,12781000000.0,10630000000.0,12214000000.0
Non Current Deferred Taxes Assets,7052000000.0,12781000000.0,10630000000.0,12214000000.0
Non Current Accounts Receivable,2687000000.0,54000000.0,118000000.0,1737000000.0
Investments And Advances,6089000000.0,7986000000.0,8333000000.0,3091000000.0
Other Investments,660000000.0,3668000000.0,4958000000.0,0.0
Investmentin Financial Assets,727000000.0,3668000000.0,4958000000.0,328000000.0
Available For Sale Securities,727000000.0,3282000000.0,4558000000.0,24000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,378000000.0,386000000.0,400000000.0,304000000.0
Long Term Equity Investment,4702000000.0,4318000000.0,3375000000.0,2763000000.0
Goodwill And Other Intangible Assets,36198000000.0,31664000000.0,40216000000.0,31653000000.0
Other Intangible Assets,30724000000.0,27246000000.0,35648000000.0,27659000000.0
Goodwill,5474000000.0,4418000000.0,4568000000.0,3994000000.0
Net PPE,56542000000.0,62169000000.0,57111000000.0,52332000000.0
Accumulated Depreciation,-85807000000.0,-79818000000.0,-70558000000.0,-63311000000.0
Gross PPE,152269000000.0,141987000000.0,127669000000.0,115643000000.0
Construction In Progress,9956000000.0,13394000000.0,9778000000.0,4521000000.0
Machinery Furniture Equipment,108271000000.0,95938000000.0,86143000000.0,82043000000.0
Buildings And Improvements,29724000000.0,28422000000.0,27520000000.0,24956000000.0
Land And Improvements,4318000000.0,4233000000.0,4228000000.0,4123000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,204255000000.0,181106000000.0,148249000000.0,130370000000.0
Other Current Assets,15120000000.0,13902000000.0,14509000000.0,5755000000.0
Hedging Assets Current,1232000000.0,1906000000.0,1218000000.0,1105000000.0
Assets Held For Sale Current,0.0,0.0,151000000.0,0.0
Prepaid Assets,1452000000.0,1138000000.0,1141000000.0,950000000.0
Inventory,48670000000.0,50884000000.0,45412000000.0,35066000000.0
Finished Goods,20971000000.0,20491000000.0,19829000000.0,15126000000.0
Work In Process,11698000000.0,12886000000.0,10009000000.0,6806000000.0
Raw Materials,16001000000.0,17507000000.0,15574000000.0,13134000000.0
Receivables,72485000000.0,70049000000.0,52386000000.0,61754000000.0
Other Receivables,10718000000.0,9471000000.0,9297000000.0,7097000000.0
Taxes Receivable,2687000000.0,3285000000.0,2745000000.0,4379000000.0
Accounts Receivable,72485000000.0,66764000000.0,49641000000.0,50278000000.0
Allowance For Doubtful Accounts Receivable,-1258000000.0,-1194000000.0,-1296000000.0,-1202000000.0
Gross Accounts Receivable,73743000000.0,67958000000.0,50937000000.0,51480000000.0
