,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.2165,0.2051,0.2397,0.2081
Normalized EBITDA,31835000000.0,27073000000.0,25296000000.0,22405000000.0
Total Unusual Items,2030000000.0,2324000000.0,1502000000.0,1886000000.0
Total Unusual Items Excluding Goodwill,2030000000.0,2324000000.0,1502000000.0,1886000000.0
Net Income From Continuing Operation Net Minority Interest,20120000000.0,17285000000.0,15403000000.0,13839000000.0
Reconciled Depreciation,3400000000.0,3103000000.0,2891000000.0,2720000000.0
Reconciled Cost Of Revenue,244545000000.0,217945000000.0,190141000000.0,184557000000.0
EBITDA,31835000000.0,27073000000.0,25296000000.0,22405000000.0
EBIT,28435000000.0,23970000000.0,22405000000.0,19685000000.0
Net Interest Income,-2092000000.0,-1660000000.0,-1663000000.0,-1704000000.0
Interest Expense,2092000000.0,1660000000.0,1663000000.0,1704000000.0
Normalized Income,20120000000.0,17285000000.0,15403000000.0,13839000000.0
Net Income From Continuing And Discontinued Operation,20120000000.0,17285000000.0,15403000000.0,13839000000.0
Total Expenses,295727000000.0,263627000000.0,234736000000.0,222470000000.0
Total Operating Income As Reported,28435000000.0,23970000000.0,22405000000.0,19685000000.0
Diluted Average Shares,950000000.0,956000000.0,961000000.0,966000000.0
Basic Average Shares,937000000.0,943000000.0,949000000.0,951000000.0
Diluted EPS,21.18,18.08,16.03,14.33
Basic EPS,21.47,18.33,16.23,14.55
Diluted NI Availto Com Stockholders,20120000000.0,17285000000.0,15403000000.0,13839000000.0
Net Income Common Stockholders,20120000000.0,17285000000.0,15403000000.0,13839000000.0
Net Income,20120000000.0,17285000000.0,15403000000.0,13839000000.0
Minority Interests,-519000000.0,-447000000.0,-366000000.0,-400000000.0
Net Income Including Noncontrolling Interests,20639000000.0,17732000000.0,15769000000.0,14239000000.0
Net Income Continuous Operations,20639000000.0,17732000000.0,15769000000.0,14239000000.0
Tax Provision,5704000000.0,4578000000.0,4973000000.0,3742000000.0
Pretax Income,26343000000.0,22310000000.0,20742000000.0,17981000000.0
Other Income Expense,2030000000.0,2324000000.0,1502000000.0,1886000000.0
Gain On Sale Of Security,2030000000.0,2324000000.0,1502000000.0,1886000000.0
Net Non Operating Interest Income Expense,-2092000000.0,-1660000000.0,-1663000000.0,-1704000000.0
Interest Expense Non Operating,2092000000.0,1660000000.0,1663000000.0,1704000000.0
Operating Income,28435000000.0,23970000000.0,22405000000.0,19685000000.0
Operating Expense,51182000000.0,45682000000.0,44595000000.0,37913000000.0
Other Operating Expenses,47782000000.0,42579000000.0,41704000000.0,35193000000.0
Depreciation Amortization Depletion Income Statement,3400000000.0,3103000000.0,2891000000.0,2720000000.0
Depreciation And Amortization In Income Statement,3400000000.0,3103000000.0,2891000000.0,2720000000.0
Gross Profit,79617000000.0,69652000000.0,67000000000.0,57598000000.0
Cost Of Revenue,244545000000.0,217945000000.0,190141000000.0,184557000000.0
Total Revenue,324162000000.0,287597000000.0,257141000000.0,242155000000.0
Operating Revenue,322132000000.0,285273000000.0,255639000000.0,240269000000.0
