,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,-282283300000.0,284272400000.0,165041100000.0,-89890700000.0
Issuance Of Capital Stock,0.0,16500000000.0,0.0,28294900000.0
Capital Expenditure,-3343600000.0,-3230900000.0,-5604400000.0,-2591600000.0
End Cash Position,502168300000.0,799682200000.0,540995600000.0,139364800000.0
Other Cash Adjustment Outside Changein Cash,-200000.0,,,
Beginning Cash Position,799682200000.0,515041500000.0,139364800000.0,200276000000.0
Effect Of Exchange Rate Changes,,,,566700000.0
Changes In Cash,-297513700000.0,284640700000.0,401630800000.0,-61477900000.0
Other Cash Adjustment Inside Changein Cash,,0.0,217778600000.0,
Financing Cash Flow,-15434200000.0,184300000.0,18655500000.0,28294900000.0
Net Other Financing Charges,,-6000000000.0,24974900000.0,
Interest Paid Cff,-7338800000.0,-7824800000.0,-6319400000.0,
Cash Dividends Paid,-8095400000.0,-2490900000.0,,
Common Stock Dividend Paid,-8095400000.0,-2490900000.0,,
Net Common Stock Issuance,0.0,16500000000.0,0.0,28294900000.0
Common Stock Issuance,0.0,16500000000.0,0.0,28294900000.0
Net Issuance Payments Of Debt,,,,0.0
Net Long Term Debt Issuance,,,,0.0
Investing Cash Flow,-3139800000.0,-3046900000.0,-5448800000.0,-2473700000.0
Net PPE Purchase And Sale,-3139800000.0,-3046900000.0,-5448800000.0,-2473700000.0
Sale Of PPE,203800000.0,184000000.0,155600000.0,117900000.0
Purchase Of PPE,-3343600000.0,-3230900000.0,-5604400000.0,-2591600000.0
Operating Cash Flow,-278939700000.0,287503300000.0,170645500000.0,-87299100000.0
Taxes Refund Paid,-136000000.0,-121800000.0,-197200000.0,
Change In Working Capital,-448241200000.0,141362100000.0,42476500000.0,-148536900000.0
Change In Other Current Liabilities,-9586800000.0,-57121600000.0,106167700000.0,-69207200000.0
Change In Other Current Assets,27789700000.0,49475000000.0,-29942500000.0,-18950000000.0
Other Non Cash Items,7338800000.0,7495900000.0,6439800000.0,
Provisionand Write Offof Assets,89525000000.0,94119800000.0,80674400000.0,57384900000.0
Deferred Tax,6594700000.0,-7310200000.0,-903800000.0,
Depreciation And Amortization,5323900000.0,6008600000.0,6369000000.0,3140000000.0
Depreciation,5323900000.0,6008600000.0,6369000000.0,3140000000.0
Gain Loss On Sale Of PPE,-1600000.0,-30500000.0,4200000.0,-7300000.0
Net Income From Continuing Operations,55735200000.0,41441900000.0,31505800000.0,8620200000.0
